SKU,Descripción,Stock
SEHA36AT0100,SEHA36AT0100 Int. Term. Spectra 3x100Amp 25Ka,6
SELAMCLQQGCXXXX5,ENCLOSED SPECTRA SE BREAKER,1
SELA36AI0100,SELA36AI0100 Int. Mag. Spectra 3x100Amp 65Ka,2
SELA36AI0150,SELA36AI0150 Int. Mag. Spectra 3x150Amp 65Ka,1
SELA36AT0030,SELA36AT0030 MARCO P/INT.SPECTRA 30AMP.600V 65KA,1
SELA36AT0060,SELA36AT0060 MARCO P/INT.SPECTRA 60AMP.600V 65KA,18
SELA36AT0100,SELA36AT0100 MARCO P/INT.SPECTRA 100AMP. 600V 65KA,1
SELA36AT0150,MARCO P/INT.SPECTRA 150AMP.600V 65KA,1
SEMSK1,KIT DE TORNILLOS SE150 MTG 10-32 ROSCADOS,1
SEPA36AT0030,SEPA36AT0030 Int. Term. Spectra 3x30Amp 100Ka,4
SEPA36AT0100,SEPA36AT0100 Int. Term. Spectra 3x100Amp 100Ka,2
SEPA36AT0150,MARCO P/INT.3P 150A 600V,2
SE100J,SE100J Gabinete Nema 12 para Marco Spectra,1
SFAL11N,CONTACTO AUX 1NA+1NC,47
SFAL20N,CONTACTOS AUX 2NA,8
SFDA36AN0250,SFDA36AN0250 Switch Desconectador 3x250A,1
SFHATCYCCHCXXXX4,CIRCUIT BREAKER  SPECTRA ENCLOSED,2
SFHA36AT0250,SFHA36AT0250 MARCO P/INT.SPACTRA 250A 600V,26
SFKOM,Arrancador Manual para Motor 20-25Amp,7
SFK0D,GUARDAMOTOR .04-0.63A,5
SFK0H,GUARDAMOTOR 2.5-4A,9
SFK0I,GUARDAMOTOR 4-6.3A,2
SFLA36AT0250,SFLA36AT0250 Int. Term. Spectra 3x250Amp 65Ka,1
SFPA36AT0250,MARCO P/INT.3P 250A 600V 100KA,1
SFS04,GABINETE IP55 P/GUARD. SFK BOTON,5
SF250S,SF250S Gabinete Nema 1 Sobreponer para SF,12
SGHA36AT0400,SGHA36AT0400 Int. Term. Spectra 3x400Amp 35Ka,16
SGHB36BA0400,SGHB36BA0400 Int. Term. MVT 3x400Amp 35Ka 480Vac,1
SGHB36BC0400,INT. SPECTRA,1
SGHB36BD0400,INT. TERMOMAGNETICO SPECTRA 400A 600V,1
SGHC3606L3XX,SGHC3606L3XX MARCO P/INT.SPECTRA 3P 600A 600V,1
SGHH36BA0600,SGHH36BA0600 Int. Term. MVT 3x600Amp 35Ka 480Vac,2
SGHM1,PALANCA P/INT.SGH SGL,1
SGLA36AT0400,SGLA36AT0400 Int. Term. Spectra 3x400Amp 65Ka,5
SGLA36AT0600,SGLA36AT0600 Int. Term. Spectra 3x600Amp 65Ka,4
SG400R,Gabinete Nema 3R Exterior Marco SG,3
SG400S,Gabinete Nema 1 Sobreponer Marco SG,3
SG600F,GABINETE P/INT.SG DE 600A,2
SG600R,Gabinete Nema 3R Exterior Marco SG,1
SG600S,Gabinete Nema 1 Sobreponer Marco SG,1
SH630-MX,PB Cubierta bus barras,67
SKHA36AT0800,MARCO P/INT.SPECTRA 3P 800A 600V,19
SKHA36AT1200,MARCO P/INT.SPECTRA 3P 1200A,23
SKHB36BC1200,Int. Term. MVT 3x1200Amp 50Ka 480V,2
SKHC3608L4XX,SKHC3608L4XX Int. Term. MEG 3x800Amp 50Ka 480V,1
SKHC3612L4XX,MARCO P/INT.3P 1200A 600V,1
SKHH3608L4XX,3P 600V  1200AMP LSIG,2
SKLA36AT0800,MARCO P/INT.SPECTRA  3P 800A,1
SKLA36AT1200,MARCO P/INT.SPECTRA 3P 1200A,2
SKLC3612L3XX,MARCO P/INT.3P 1200A 600V,1
SKLL3608L3XX,MARCO PARA INT.SPECTRA,1
SKPB36CA0800,SKPB36CA0800,1
SKRDRCK,SKRDRCK Manija Horizontal SK1200 para puerta,7
SKR1H,SKR1H Manija Horizontal SK1200,1
SK0M1,SK0M1,2
SK615546-6,LEGEND PLATE,121
SK615562-88,ACCESORIES LEGEND PLATE,20
SLDS1101,LAMPARA TIPO LED 110V CA ROJO,968
SLDS1102,LAMPARA TIPO LED 110V CA VERDE,933
SLDS1103,LAMPARA TIPO LED 110 V CA AMARILLO,974
SLDS1104,LAMPARA TIPO LED 110 V CA AZUL,486
SLDS2201,LAMPARA TIPO LED 220V CA ROJO,661
SLDS2202,LAMPARA TIPO LED 220 V CA VERDE,666
SLDS2203,LAMPARA TIPO LED 220 VCA AMARILLO,697
SLDS241,LAMPARA TIPO LED 24 V CA/CD ROJO,418
SLDS242,LAMPARA TIPO LED 24 V CA/CD VERDE,388
SLDS243,LAMPARA TIPO LED 24 V CA/CD AMARILLO,499
slG400-VIAKON,CABLE COBRE C2 THW-2LS PARA 600V NEGRO,200
slG401-VIAKON,CABLE COBRE C4 THW-2-LS PARA 600V NEGRO,200
slG409-VIAKON,CABLE COBRE C1/0 THW-2-LS PAR 600V NEGRO,98
S-LPL41,Bloque de contacto Steck S-LPL41,15
S-LPL42,Bloque de contacto Steck S-LPL42,15
SL-SMT64,FOCO VINTAGE LED PERA 4 WATTS,22
slX548-VIAKON,CABLE COBRE C18 THW-2-LS PAR 600V BLANCO,210
slX556-VIAKON,CABLE COBRE C16 THW-2-LS PAR 600V BLANCO,500
slX563-VIAKON,CABLE COBRE C14 THW-2-LS PARA 600V NEGRO,500
slX566-VIAKON,CABLE COBRE C14 THW-2-LS PARA 600V VERDE,500
slX583-VIAKON,CABLE COBRE C10 THW-2-LS PARA 600V NEGRO,275
slX586-VIAKON,CABLE COBRE C10 THW-2-LS PARA 600V VERDE,300
slX593-VIAKON,CABLE COBRE C8 THW-2-LS PARA 600V NEGRO,300
slX593-VIAKON 6,CABLE COBRE THW-2-LS C6 PARA 600V NEGRO,285
slYY93-VIAKON,CABLE COBRE C12 THW-2-LS PARA 600V NEGRO,400
slYY94-VIAKON,CABLE COBRE C12 THW-2-LS PARA 600V ROJO,400
SLY297,CABLE THW LS / THHW-LS 8 BLANCO indiana,800
SLY304,CABLE THW LS / THHW-LS 10 NEGRO,1700
SLY305,CABLE THW LS / THHW-LS 10 BLANCO indiana,1200
SLY306,CABLE THW LS / THHW-LS 10 ROJO indiana,300
SLY307,CABLE THW LS / THHW-LS 10 VERDE indiana,1900
SLY308,CABLE THW LS / THHW-LS 12 NEGRO,100
SLY309,CABLE THW LS / THHW-LS 12 BLANCO indiana,100
SLY311,CABLE THW LS / THHW-LS 12 VERDE,1500
SLY312,CABLE THW LS / THHW-LS 14 NEGRO INDIANA,1300
SLY313,CABLE THW LS / THHW-LS 14 BLANCO INDIANA,800
SLY315,CABLE THW LS / THHW-LS 14 VERDE indiana,1300
SL0800,BOTTOMSTRUCTURE800X600X165MM(HXWXD),2
SL1000,L Estructura 1000x600 mm,1
SL1200,L Estructura 1200x600 mm,3
SL1408,BOTTOMSTRUCTURE1400X800X195MM(HXWXD),5
SL2000,L Estructura 2000x600 mm,2
SL2008,BOTTOMSTRUCTURE2000X800X195MM(HXWXD),10
SL321RG,PLUG IN 3F 3H 30A 240V,1
SL462RG,Plug in Low Amp 60A 3F-4H Sin fusibles,1
SOBRETAPA 19,SOBRETAPA 19 M,130
SPECTRA1200A,TABLERO SPECTRA RELIAGEAR neXT 1200A,1
SPECTRA400A,TABLERO SPECTRA 400A neXT,2
SPECTRA600A,TABLERO SPECTRA 600A neXT,2
SPECTRA800A,TABLERO SPECTRA 800A neXT,2
SPST120R,Shunt Trip P Break 120/125VCA/DC 1 5A 8,1
SPUV240AC,UNDER VOLTAGE RELEA GE 240V,3
SPUV480ACR,UNIDAD UNDERVOLTAGE 480V,1
SRN10630K,SRP/CIEGA 1000X600X300,5
SRN10830K,SRP/CIEGA 1000X800X300,2
SRN12830K,Enclosure with blind door + 1200X800X300,32
SRN3215K,SRP/CIEGA 300 X200X150,33
SRN3315K,SRP/CIEGA 300 X300X150,2
SRN3415K,SRP/CIEGA 300 X400X150,3
SRN4315067392K,Gabinete SRN4315K + Tmax XT1C 32A 3 Polos con Terminales p/cable (1x70 mm2).,2
SRN4315067393K,Gabinete SRN4315K + Tmax XT1C 40A 3 Polos con Terminales p/cable (1x70 mm2).,6
SRN4315067394K,Gabinete SRN4315K + Tmax XT1C 50A 3 Polos con Terminales p/cable (1x70 mm2).,2
SRN4315067395K,Gabinete SRN4315K + Tmax XT1C 63A 3p con Terminales p/cable (1x70 mm2).,5
SRN4315067396K,Gabinete SRN4315K + Tmax XT1C 80A 3 Polos con Terminales p/cable (1x70 mm2).,8
SRN4315067397K,Gabinete SRN4315K + Tmax XT1C 100A 3p con Terminales p/cable (1x70 mm2).,5
SRN4315067417K,Gabinete SRN4315K + Tmax XT1N 125A 3 Polos con Terminales p/cable (1x70 mm2).,11
SRN4315067418K,Gabinete SRN4315K + Tmax XT1N 160A 3p con Terminales p/cable (1x70 mm2).,2
SRN4315068058K,Gabiente SRN4315K + Tmax XT3N 200A 3 Polos con Terminales p/cable (1x70 mm2).,8
SRN4315068059K,Gabinete SRN4315K + Tmax XT3N 250A 3p con Terminales p/cable (1x240 mm2).,12
SRN4320K,SRP/CIEGA 400 X300X200,2
SRN4420K,SRP/CIEGA 400 X400X200,16
SRN4620K,SRP/CIEGA 400 X600X200,8
SRN5320054396K,SR4320+T5N630R630 PR221,6
SRN5320054437K,SR4320+T5N400R400 2000-4000,1
SRN5420K,SRP/CIEGA 500 X400X200,5
SRN5425K,SRP/CIEGA 500 X400X250,26
SRN6420K,SRP/ciega 600x400x200,9
SRN6425K,SRP/ciega 600x400x250,9
SRN6625K,SRP/ciega 600x600x250,14
SRN7520K,SRP/ciega 700x500x200,5
SRN7525K,SRP/ciega 700x500x250,24
SRN7525062738K,SR7525+T7S1000PR231,2
SRN8625K,SRP/ciega 800x600x250,11
SRN8630K,SRP/ciega 800x600x300,2
SRN8630X,ENCLOS.BL.DOOR.PLATE S.STEEL 800X600X300,5
SRN8830K,BLIND DOOR ENCLOSURE 800X800X300,8
SRPE100A100,SRPE100A100 Rating Plug de 100 a 100Amps,2
SRPE100A70,Rating Plug de 100 a 70Amps,14
SRPE100A80,SRPE100A80 Rating Plug de 100 a 80Amps,22
SRPE100A90,SRPE100A90 Rating Plug de 100 a 90Amps,4
SRPE150A125,SRPE150A125 Rating Plug de 150 a 125Amps,23
SRPE150A150,SRPE150A150 Rating Plug de 150 a 150Amps,6
SRPE30A15,SRPE30A15 Rating Plug de 30 a 15Amps,32
SRPE30A20,SRPE30A20 Rating Plug de 30 a 20Amps,35
SRPE30A25,SRPE30A25 Rating Plug de 30 a 25Amps,10
SRPE30A30,SRPE30A30 Rating Plug de 30 a 30Amps,38
SRPE60A40,SRPE60A40 Rating Plug de 60 a 40Amps,8
SRPE60A50,SRPE60A50 Rating Plug de 60 a 50Amps,40
SRPE60A60,Rating Plug de 60 a 60Amps,7
SRPF250A100,SRPF250A100 Rating Plug de 250 a 100Amps,12
SRPF250A110,SRPF250A110 Rating Plug de 250 a 110Amps,4
SRPF250A125,SRPF250A125 Rating Plug de 250 a 125Amps,41
SRPF250A150,SRPF250A150 Rating Plug de 250 a 150Amps,46
SRPF250A175,SRPF250A175 Rating Plug de 250 a 175Amps,93
SRPF250A200,SRPF250A200 Rating Plug de 250 a 200Amps,42
SRPF250A225,SRPF250A225 Rating Plug de 250 a 225 Amps,117
SRPF250A250,SRPF250A250 Rating Plug de 250 a 250Amps,17
SRPF250A70,SRPF250A70 Rating Plug de 250 a 70Amps,6
SRPF250A80,Rating Plug de 250 a 80Amps,3
SRPF250A90,SRPF250A90 Rating Plug de 250 a 90Amps,4
SRPG400A125,SRPG400A125 Rating Plug de 400 a 125Amps,21
SRPG400A150,SRPG400A150 Rating Plug de 400 a 150Amps,13
SRPG400A175,SRPG400A175 Rating Plug de 400 a 175Amps,3
SRPG400A200,SRPG400A200 Rating Plug de 400 a 200Amps,18
SRPG400A225,Rating Plug de 400 a 225Amps,18
SRPG400A250,SRPG400A250 Rating Plug de 400 a 250Amps,8
SRPG400A300,SRPG400A300 Rating Plug de 400 a 300Amps,24
SRPG400A350,SRPG400A350 Rating Plug de 400 a 350Amps,3
SRPG400A400,SRPG400A400 Rating Plug de 400 a 400Amps,27
SRPG400B150,RATING PLUG,1
SRPG400B200,RATING PLUG DE 400B200,7
SRPG400B250,RATING PLUG 250A,7
SRPG400B300,RATING PLUG,7
SRPG400B400,RATING PLIUG 400B400,1
SRPG600A250,RATING PLUG DE 600A250,14
SRPG600A300,Rating Plug de 600 a 300Amps,1
SRPG600A350,SRPG600A350 UNIDAD DE DISPARO 350A,3
SRPG600A400,SRPG600A400 Rating Plug de 600 a 400Amps,11
SRPG600A450,SRPG600A450 Rating Plug de 600 a 450Amps,1
SRPG600A500,SRPG600A500 Rating Plug de 600 a 500Amps,4
SRPG600A600,SRPG600A600 Rating Plug de 600 a 600Amps,3
SRPG600B300,SRPG600B300 RATING PLUG 600B300,1
SRPG600B450,SRPG600B450 Rating Plug de 600 a 450Amps MVT,1
SRPG600B500,SRPG600B500 Rating Plug de 600 a 500Amps MVT,2
SRPG600B600,SRPG600B600 Rating Plug de 600 a 600Amps MVT,3
SRPK1200A1000,SRPK1200A1000 Rating Plug de 1200 a 1000Amps,19
SRPK1200A1200,SRPK1200A1200 Rating Plug de 1200 a 1200Amps,8
SRPK1200A600,SRPK1200A600 Rating Plug de 1200 a 600Amps,4
SRPK1200A700,SRPK1200A700 Rating Plug de 1200 a 700Amps,8
SRPK1200A800,SRPK1200A800 Rating Plug de 1200 a 800Amps,12
SRPK1200A900,SRPK1200A900 Rating Plug de 1200 a 900Amps,1
SRPK1200B1000,SRPK1200B1000 Rating Plug de 1200 a 1000Amps MVT,2
SRPK1200B1200,SRPK1200B1200 Rating Plug de 1200 a 1200Amps MVT,6
SRPK800A400,RATING PLUG DE 800A400,5
SRPK800A600,SRPK800A600 Rating Plug de 800 a 600Amps,9
SRPK800A700,Rating Plug de 800 a 700Amps,3
SRPK800A800,SRPK800A800 Rating Plug de 800 a 800Amps,8
SR1XBF,NEXT 1 XT1 MTG KT BLANK FILLER,27
SR2XBF,NEXT2 XT1 MTG KT BLANK FILLER,27
SR489CA5E,SR489CA5E,1
SR489RELAY,SR489RELAY,1
SSF2G5X3U000000,Power Break II  CB  Stationary  StdBrk  Fconnect  1600 AF/1600 AS - SSF16G216 Trip Unit Type: Entelliguard - L4XX (LSIG)  Rating Plug  1600 A - GTP1600U1640,4
STH,FOCO HALOGENO 35 W 12 V,4
SWBPBII1600A-A,TAB. SWITCH BOARD 1600 AMP,1
SWBPBII1600A-B,TAB. SWITCH BOARD 1600 AMP,1
SWBPBII1600A-1,TAB. SWITCH BBOARD 1600 AMP,1
SWBPBII1600A2,TAB. SWITCH BOARD 1600 AMP,1
SWB-RG1600,TABLERO RELIAGEAR 1600A,2
SWB-SK1200,TABLERO RELIAGEAR 1200A,4
SWBSK1200A-A,TABLERO SWITCH BOARD 1200 AMP,1
SWBSK1200AB,TABLERO SWITCH BOARD 1200A,1
SWBSK1200A-1,SWITCH BOARD 1200 AMP,1
SWBSK1200A-2,TABLERO SWITCH BOARD,1
SWBSK1200A-4,TABLERO SWITCH BOARD 1200 AMP,1
SWSK1200A-3,TABLERO SWITCH BOARD,1
S1961,PLACA  PARA CONTACTO   P/CAJA FS,60
S802CI,PRENSA CABLE ROSCA CORTA PG 13.5 GRIS,700
S804CI,PRENSA CABLE ROSCA CORTA PG 21 GRIS,700
S852CI,"PRENSA CABLE ROSCA BSP CORTA 1/2"" GRIS",499
S853CI,"PRENSA CABLE ROSCA BSP CORTA 3/4"" GRIS",575
S854CI,"PRENSA CABLE ROSCA BSP CORTA 1"" GRIS",700
S870CI,PRENSA CABLE ROSCA METRICA CORTA M12X1 5,647
S872CI,PRENSA CABLE ROSCA METRICA CORTA M20X1 5,661
S872LI,PRENSA CABLE ROSCA METRICA LARGA M20X1 5,200
S873CI,PRENSA CABLE ROSCA METRICA CORTA M25X1 5,695
TAB-LUGS125A30P,TBALERO RELIAGEAR LUGS 125A 30P,2
TAB-LUGS125A42P,TABLERO RELIAGEAR 125A 42P,2
TAB-LUGS225A30P,TABLERO RELIAGEAR LUGS 225A30P,2
TAB-LUGS225A42P,TABLERO RELIAGEAR 225A 42P,2
TAB-MAIN150A30P,TABLERO RELIAGEAR MAIN 150A 30P,3
TAB-MAIN150A42P,TABLERO RELIAGEAR MAIN 150A 42P,3
TAB-MAIN250A30P,TABLERO RELIAGEAR MAIN 250A30P,2
TAB-MAIN250A42P,TABLERO RELIAGEAR MAIN 250A 42P,2
TAB-SE100-30P,LIGHTING PANELBOARD,4
TAB-SE30-24P,LIGHTING PANELBOARD,6
TAB-SE60-30P,LIGHTING PANELBOARD,6
TAB-SF225-42P,LIGHTING PANEL BOARD,2
TAB-SG400-42P,LIGHTING PANELBOARD,3
TAB-TEY100-42P,LIGHTING PANELBOARD,4
TAB-TEY350-30P,TAB. ALUMBRADO 30P 480V,1
TAB-TEY360-42P,TAB. ALUMBRADO 42P 480V,1
TAB-TEY50-18P,LIGHTING PANELBOARD,6
TAB-TEY70-30P,LIGHTING PANELBOARD,8
TAB-THQB100-30P,LIGHTING PANELBOARD,2
TAB-THQB100-42P,LIGHTING PANELBOARD,2
TAB-THQB50-18P,LIGHTING PANELBOARD,1
TAB-THQB70-42P,LIGHTING PANELBOARD,2
TAB-TQD100-42P,LIGHTING PANELBOARD,3
TAB-TQD125-42P,LIGHTING PANELBOARD,3
TAB-TQD150-42P,LINGHTING PANELBOARD,1
TAB-TQD175-30P,LIGHTING PANELBOARD,3
TAB-TQD200-30P,LIGHTING PANELBOARD,3
TAB-TQD225-42P,LIGHTING PANELBOARD,2
TCAL12,ZAPATA P/INT. TED 40-70A,3
TCAL121,TCAL121 Zapata SK (4)250-350 Cu ó (4)300-500 Al,29
TCAL122,ZAPATA P/INT. TKM,10
TCAL124,TCAL124 Zapata SK (3)350-750 Cu ó (3)350-750 Al,21
TCAL125,TCAL125 Zapata SK (4)250-500 Cu ó (4)250-500 Al,75
TCAL15,TCAL15 ZAPATA 1 POLO (1) 3-3/0 CU (1) 1-3/0 AL,109
TCAL18,TCAL18 Zapata SE (1)#12-3/0 Cu ó (1)#12-3/0 Al,281
TCAL25,TCAL25 LUG,19
TCAL29,TCAL29 Zapata SF (1)#8-350 Cu ó (1)#8-350 Al,548
TCAL29LV,ZAPATA,62
TCAL43,TCAL43 Zapata TJ (1)#6-600 ó (2)2/0-250 Cu  Al,27
TCAL61,ZAPATA P/INT. TKM836 300-600A,15
TCAL63,TCAL63 ZAPATA TJ (2)4/0-350CU (2)300-500 AL 19,69
TCAL81,TCAL81 Zapata SK (3) 3/0-500 kcmil Cu-Al,156
TCCP,Tapa de Mufa 3´´,10
TCLK365,TCLK365 Kit Zapataz 3pzs (1) #8-600 kcmil,50
TC2228,Switch Manual de Motor 2x30Amp 240v,1
TC35362,Switch Doble Tiro 3x60Amp 600v Nema 1,3
TDL13,INTERRUPTOR 100AMP COMPLETO,2
TDOLB,BARRA PARA IZAJE DE INTERRUPTOR PBII,1
TD7933LED-C/NE,LUMINARIO P/TECHO DIRIG. 3000K,3
TEB111040WLB,TEB111040WLB Int. Term. 1x40Amp 120Vac,3
TEB111050WLB,TEB111050WLB Int. Term. 1x50Amp 120Vac,3
TEB111100WL,INT.TERMOMAG. 1P 100AMP 120VCA 125VCD,2
TEB122015WL,TEB122015WL Int. Term. 2x15Amp 240Vac,6
TEB122020WL,TEB122020WL Int. Term. 2x20Amp 240Vac,4
TEB122030WL,TEB122030WL Int. Term. 2x30Amp 240Vac,4
TEB122040WL,TEB122040WL Int. Term. 2x40Amp 240Vac,2
TEB122050WL,TEB122050WL Int. Term. 2x50Amp 240Vac,4
TEB122060WL,TEB122060WL Int. Term. 2x60Amp 240Vac,4
TEB122070WL,TEB122070WL Int. Term. 2x70Amp 240Vac,2
TEB122100WL,TEB122100WL Int. Term. 2x100Amp 240Vac,5
TEB132015WL,TEB132015WL Int. Term. 3x15Amp 240Vac,11
TEB132015WLB,INT. TERMOMAGNETICO 3P 15 AMP,4
TEB132020WL,TEB132020WL Int. Term. 3x20Amp 240Vac,6
TEB132030WL,TEB132030WL Int. Term. 3x30Amp 240Vac,6
TEB132040WL,TEB132040WL Int. Term. 3x40Amp 240Vac,8
TEB132050WL,TEB132050WL INTERRUPTOR 3 POLOS 50 AMP. GE,3
TEB132070WL,TEB132070WL INT.TERMOMAG.3P 70A 240V,5
TEB132080WL,TEB132080WL Int. Term. 3x80Amp 240Vac,3
TEB132090WL,TEB132090WL Int. Term. 3x90Amp 240Vac,3
TEB132100WL,TEB132100WL Int. Term. 3x100Amp 240Vac,6
TEC36003,TEC36003 Int. Mag. 3x3 Amp 600Vac,1
TEDUV1,TEDUV1 Bobina de bajo voltaje 120Vac para TED,1
TED113020WL,TED113020WL INT.TERMOMAG.1P 20A 480V,13
TED113020WLB,TED113020WLB Int. Term. 1x20Amp 277Vac,6
TED113030WL,TED113030WL Int. Term. 1x30Amp 277Vac,47
TED113040WL,TED113040WL Int. Term. 1x40Amp 277Vac,6
TED113040WLB,INT TERMOMAGNETICO 1P  40 AMP,6
TED113100WLB,INT. TERMOMAGNETICO 1P 100 AMP,14
TED114030WL,TED114030WL Int. Term. 1x30Amp 347Vac,42
TED124010WL,TED124010WL Int. Term. 2x10Amp 480Vac,1
TED124040WLB,INT. TERMOMAGNETICO 2P 40 AMP,1
TED124050WLB,INT. TERMOMAGNETICO 2P 50 AMP,3
TED134015WL,TED134015WL Int. Term. 3x15Amp 480Vac,7
TED134020WL,TED134020WL Int. Term. 3x20Amp 480Vac,5
TED134030WL,TED134030WL Int. Term. 3x30Amp 480Vac,25
TED134040WL,TED134040WL Int. Term. 3x40Amp 480Vac,4
TED134050WL,TED134050WL Int. Term. 3x50Amp 480Vac,29
TED134060WL,TED134060WL Int. Term. 3x60Amp 480Vac,5
TED134070WL,TED134070WL TED134070WL Int. Term. 3x70Amp 480Vac,14
TED134080WL,TED134080WL Int. Term. 3x80Amp 480Vac,8
TED134090WL,TED134090WL Int. Term. 3x90Amp 480Vac,2
TED134100WL,TED134100WL Int. Term. 3x100Amp 480Vac,17
TED134125WL,TED134125WL Int. Term. 3x125Amp 480Vac,5
TED134150WL,TED134150WL Int. Term. 3x150Amp 480Vac,4
TED136015WL,Int. Term. 3x125Amp 600Vac,1
TED136090WL,TED136090WL INT.TERMOMAG.3P 90A 600V,3
TED136150WL,TED136150WL Int. Term. 3x150Amp 600Vac,1
TEFR1B,TEFR1B Mecanismo de Mango TEB TED THED,4
TEYD3030B,INT.3P 30A 480V,2
TEYD3080B,INT.3P 80A 480V,3
TEYD3100B,INT.3P 100A 480V,4
TEYF120,BREAKER 1P 20AMP 480/277,1
TEYF3125B,INT.TERMOAG.3P 125A 480V 18KA,2
TEYKIT,Kit para montaje Termico TEY,69
TEYL3125B,INT.3P 125A 480V,1
TEYPLD1,E150 PADLOCK KIT,1
TEYRC115,TEYRC115 Int. Term. 1x15Amp 277Vac 14Kaic,1
TEYRC120,TEYRC120 Int. Term. 1x20Amp 277Vac 14Kaic,3
TEYRC130,TEYRC130 Int. Term. 1x30Amp 277Vac 14Kaic,5
TEY1100,TEY1100 Int. Term. 1x100Amp 277Vac 14Kaic,31
TEY115,TEY115 Int. Term. 1x15Amp 277Vac 14Kaic,54
TEY120,TEY120 Int. Term. 1x20Amp 277Vac 14Kaic,112
TEY130,TEY130 Int. Term. 1x30Amp 277Vac 14Kaic,41
TEY140,TEY140 Int. Term. 1x40Amp 277Vac 14Kaic,67
TEY150,TEY150 Int. Term. 1x50Amp 277Vac 14Kaic,90
TEY160,TEY160 Int. Term. 1x60Amp 277Vac 14Kaic,37
TEY170,TEY170 Int. Term. 1x70Amp 277Vac 14Kaic,20
TEY180,TEY180 Int. Term. 1x80Amp 277Vac 14Kaic,26
TEY190,TEY190 Int. Term. 1x90Amp 277Vac 14Kaic,12
TEY200,INTERRUPTOR TERMO.,49
TEY2100,TEY2100 Int. Term. 2x100Amp 480/277Vac 14Kaic,47
TEY215,TEY215 Int. Term. 2x15Amp 480/277Vac 14Kaic,5
TEY220,TEY220 Int. Term. 2x20Amp 480/277Vac 14Kaic,21
TEY230,TEY230 Int. Term. 2x30Amp 480/277Vac 14Kaic,7
TEY240,TEY240 Int. Term. 2x40Amp 480/277Vac 14Kaic,7
TEY250,TEY250 Int. Term. 2x50Amp 480/277Vac 14Kaic,13
TEY260,TEY260 Int. Term. 2x60Amp 480/277Vac 14Kaic,32
TEY270,TEY270 Int. Term. 2x70Amp 480/277Vac 14Kaic,44
TEY280,TEY280 Int. Term. 2x80Amp 480/277Vac 14Kaic,26
TEY290,TEY290 Int. Term. 2x90Amp 480/277Vac 14Kaic,28
TEY3100,TEY3100 Int. Term. 3x100Amp 480/277Vac 14Kaic,11
TEY315,TEY315 Int. Term. 3x15Amp 480/277Vac 14Kaic,10
TEY320,TEY320 INT.TERM. 3X20AMP 480/277VAC14KAIC,18
TEY330,TEY330 INT.TERM. 3X30AMP 480/277VAC14KAIC,19
TEY340,TEY340 Int. Term. 3x40Amp 480/277Vac 14Kaic,6
TEY350,TEY350 Int. Term. 3x50Amp 480/277Vac 14Kaic,43
TEY360,TEY360 INT.TERM. 3X60AMP 480/277VAC14KAIC,26
TEY370,TEY370 INT.TERM. 3X70AMP 480/277VAC14KAIC,15
TEY380,TEY380 Int. Term. 3x80Amp 480/277Vac 14Kaic,8
TEY390,TEY390 Int. Term. 3x90Amp 480/277Vac 14Kaic,19
TE100F,TE100F Gabinete Nema 1 para Empotrar Marco,1
TE100S,TE100S GABINETE PARA SOBREPONER,16
TE150R,TE150R Gabinete Nema 3R para Exterior Marco,11
TE150S,TE150S Gabinete Nema 1 Sobreponer Marco TE,4
TFJ236125WL,Int. Term. 3x125Amp 600Vac,1
TFJ236175WL,TFJ236175WL Int. Term. 3x175Amp 600Vac,4
TFJ236200WL,INT. TERMOMAG. TFJ 3P 200AMPS 600V,2
TFKR1B,MANIJA TDR VERTICAL P/TFK,2
TFK224200WL,INT.TERMOMAG. TFK 2P 200A 480V,6
TFK226T150,UNIDAD DE DISPARO P/INT. TFK 150A,2
TFK226T225,UNIDAD DE DISPARO 225A,2
TFK236F000,Int. Term. (Solo Marco) 3x175Amp,2
TFK236T125,TFK236T125 Unidad de disparo 125Amp para Marco,4
TFK236T175,UNIDAD DE DISPARO P/INT TFK 3P 175A,2
TFK236T200,UNIDAD DE DISPARO P/INT TFK 200A,6
TF150F,TF150F,2
TF225R,Gabinete Nema 3R Exterior,13
TF225S,Gabinete Nema 1 Sobreponer,4
TF30RCP,TF30RCP DESC.2X30 220V TIPO PULL-OUT,1
TF60R,TF60R Desconectador para AC Nema 3R 60Amp,17
TGKIS,Kit para barra de tierra aislada,4
TGK12,Kit de tierra p/ Centro de carga 12ctos.,4
TGK24,Kit de tierra p/ Centro de carga 24ctos.,29
TGK4,TGK4,3
TGK42,Kit de tierra p/ Centro de carga 42ctos.,7
TGK8,8 CIRCUIT NEUTRAL BAR W/LUG,5
TGL1,EQUIPMENT GROUND KIT,58
TGL2,Kit de Tierra (8)#14-8 Cu/#12-8 AL,68
TGL20,Terminal de Tierra (1)#6-2/0Cu/Al,15
TGL3,Kit de Tierra (4)#14-8 Cu/#12-8 AL,1
TGL4,Kit de Tierra (8)#14-8Cu/#12-8AL,16
TGL8,Kit de Tierra (7) #14-8Cu/#12-8AL,1
TGN3321,Desconectador 3x30 240v Nema 1,13
TGN3321R,Desconectador 3x30 240v Nema 3R,8
TGN3322,Desconectador 3x60 240v Nema 1,17
TGN3322R,Desconectador 3x60 240v Nema 3R,6
TGN3323,Desconectador 3x100 240v Nema 1,5
TGN3323R,Desconectador 3x100 240v Nema 3R,8
